object_id,ra,decl,ddf_bool,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target,true_target,true_submodel,true_z,true_distmod,true_lensdmu,true_vpec,true_rv,true_av,true_peakmjd,libid_cadence,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,tflux_y
    166165, 150.1172,   2.8361,1, 0.000, 0.000, 0.000,-9.000, 0.016,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   106,   4366.3,  25502.6,  18661.1,  10878.1,   6095.7,   2338.8
    166186,  51.6797, -27.4476,1, 0.516, 0.533, 0.011,42.428, 0.010,42, 42,1,0.516,42.344, 0.005,  233.2, 0.00, 0.000,60237.027,   102,0.,0.,0.,0.,0.,0.
    166195, 149.2383,   3.8824,1, 0.000, 0.000, 0.000,-9.000, 0.033,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    73,   2122.1,  19998.8,  20863.2,  15020.7,   9580.0,   4002.2
    166330, 149.4141,   1.9401,1, 0.000, 0.000, 0.000,-9.000, 0.018,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    15,     81.2,    756.5,   2220.9,   6789.4,  11022.6,  13778.6
    166697,  53.6133, -28.6310,1, 1.166, 1.116, 0.037,44.395, 0.006,95, 95,1,1.167,44.514,-0.021, -322.3, 3.10, 0.116,60615.395,   115,0.,0.,0.,0.,0.,0.
    166727,  34.4531,  -5.2295,1, 0.266, 0.295, 0.022,40.910, 0.019,62, 62,1,0.263,40.634, 0.004,  325.3, 0.00, 0.000,60207.762,   124,0.,0.,0.,0.,0.,0.
    166956, 359.8117, -45.1916,1, 0.000, 0.000, 0.000,-9.000, 0.010,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   105,      1.1,     10.2,     29.9,     91.5,    148.6,    185.8
    167123, 149.4141,   2.2387,1, 0.000, 0.000, 0.000,-9.000, 0.017,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,     0,     36.2,    110.7,    299.6,   1344.4,   2901.7,   4844.7
    167220, 359.4467, -44.2015,1, 0.714, 0.724, 0.042,43.235, 0.010,90, 90,1,0.713,43.198,-0.010,  160.6, 0.00, 0.000,59856.063,    13,0.,0.,0.,0.,0.,0.
    167260,   2.0711, -45.1916,1, 0.345, 0.355, 0.019,41.383, 0.011,62, 62,2,0.345,41.313, 0.001,   59.3, 3.10, 0.662,60439.492,    70,0.,0.,0.,0.,0.,0.
    167310, 349.6154, -63.6360,1, 0.308, 0.325, 0.018,41.154, 0.018,42, 42,1,0.308,41.020,-0.008, -134.1, 0.00, 0.000,60197.840,    81,0.,0.,0.,0.,0.,0.
    167417, 349.0461, -61.9438,1, 0.577, 0.556, 0.041,42.538, 0.017,90, 90,1,0.578,42.640,-0.010, -172.0, 0.00, 0.000,60273.922,    69,0.,0.,0.,0.,0.,0.
    167436, 350.2303, -61.9438,1, 0.192, 0.226, 0.014,40.258, 0.017,90, 90,1,0.193,39.873, 0.006, -376.6, 0.00, 0.000,60079.949,   108,0.,0.,0.,0.,0.,0.
    167488, 348.5869, -64.5736,1, 0.393, 0.394, 0.017,41.645, 0.018,90, 90,1,0.391,41.625,-0.003,  -82.6, 0.00, 0.000,59869.848,   132,0.,0.,0.,0.,0.,0.
    167910, 348.9084, -63.8237,1, 0.476, 0.465, 0.043,42.070, 0.018,90, 90,1,0.475,42.129,-0.028,  165.6, 0.00, 0.000,60172.398,    95,0.,0.,0.,0.,0.,0.
    168146,  51.8555, -26.2768,1, 0.000, 0.000, 0.000,-9.000, 0.014,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   110,      1.7,     12.9,     44.4,    220.0,    481.7,    807.6
    168465, 149.4141,   1.9401,1, 2.149, 2.434, 0.199,46.477, 0.018,95, 95,1,2.152,46.149, 0.080,   96.0, 3.10, 0.114,60138.988,    15,0.,0.,0.,0.,0.,0.
    168659,  53.6133, -27.9532,1, 0.266, 0.313, 0.250,41.066, 0.007,67, 67,1,0.265,40.645,-0.010,  -53.2, 0.00, 0.000,60552.387,    56,0.,0.,0.,0.,0.,0.
    168952, 358.3125, -44.9939,1, 0.000, 0.000, 0.000,-9.000, 0.009,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,     3,      7.6,     49.2,    164.4,    807.2,   1764.9,   2957.2
    168957,  53.0859, -27.7844,1, 0.000, 0.000, 0.000,-9.000, 0.007,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    34,    366.2,   1068.1,   2367.5,   7620.6,  12828.5,  16305.5
    168967, 347.8125, -63.4483,1, 0.184, 0.214, 0.161,40.123, 0.021,90, 90,1,0.186,39.778,-0.004, -224.5, 0.00, 0.000,59615.289,    92,0.,0.,0.,0.,0.,0.
    168989, 151.1719,   1.3430,1, 0.000, 0.000, 0.000,-9.000, 0.026,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    48,    160.9,   2576.4,   3877.3,   3482.1,   2538.1,   1157.6
    169133, 347.0134, -62.5086,1, 0.466, 0.480, 0.230,42.155, 0.018,90, 90,1,0.465,42.072,-0.001, -125.8, 0.00, 0.000,60096.555,    40,0.,0.,0.,0.,0.,0.
    169203, 347.8618, -61.9438,1, 0.183, 0.179, 0.185,39.690, 0.017,90, 90,1,0.183,39.740, 0.003,    5.7, 0.00, 0.000,60423.586,    84,0.,0.,0.,0.,0.,0.
    169282, 149.4141,   3.4338,1, 0.318, 0.346, 0.317,41.313, 0.027,90, 90,1,0.322,41.131, 0.002, -316.9, 0.00, 0.000,59826.340,   107,0.,0.,0.,0.,0.,0.
    169315,  53.9648, -28.6310,1, 0.462, 0.330, 0.315,41.199, 0.009,90, 90,1,0.463,42.059, 0.008, -265.0, 0.00, 0.000,60615.203,   121,0.,0.,0.,0.,0.,0.
    169375,  52.9102, -27.2796,1, 0.000, 0.000, 0.000,-9.000, 0.007,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    76,      6.6,     42.4,    114.0,    759.2,   1784.5,   3036.7
    169678, 358.6481, -46.3751,1, 0.252, 0.260, 0.011,40.601, 0.009,90, 90,1,0.254,40.538,-0.007, -803.8, 0.00, 0.000,59747.531,   117,0.,0.,0.,0.,0.,0.
    169889, 352.7113, -63.8237,1, 0.604, 0.616, 0.023,42.810, 0.024,90, 90,1,0.601,42.746,-0.045,  530.8, 0.00, 0.000,60487.953,     1,0.,0.,0.,0.,0.,0.
    169967,  52.5586, -27.2796,1, 0.000, 0.000, 0.000,-9.000, 0.008,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    53,   7479.0,  82910.7,  96417.0,  73806.5,  48682.3,  20770.8
    170133, 346.2766, -64.0112,1, 0.529, 0.522, 0.013,42.371, 0.019,90, 90,1,0.529,42.411, 0.007,  166.5, 0.00, 0.000,60268.273,   116,0.,0.,0.,0.,0.,0.
    170135, 151.6992,   3.5833,1, 0.688, 0.718, 0.020,43.215, 0.016,42, 42,1,0.689,43.104,-0.006,  168.2, 0.00, 0.000,59634.047,    64,0.,0.,0.,0.,0.,0.
    170667,  34.2773,  -5.0797,1, 0.181, 0.198, 0.011,39.929, 0.019,42, 42,2,0.178,39.677,-0.005,  592.2, 0.00, 0.000,60499.160,    23,0.,0.,0.,0.,0.,0.
    170698, 152.0508,   2.9855,1, 0.653, 0.352, 0.146,41.362, 0.019,95, 95,1,0.654,42.966, 0.008,  220.6, 3.10, 0.030,59638.703,   127,0.,0.,0.,0.,0.,0.
    170753,  52.2070, -26.6101,1, 0.437, 0.374, 0.492,41.510, 0.014,95, 95,1,0.435,41.903,-0.002,  124.2, 3.10, 1.177,60610.789,    83,0.,0.,0.,0.,0.,0.
    170883,  32.8711,  -4.7802,1, 0.000, 0.000, 0.000,-9.000, 0.017,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    31,    364.4,   1063.9,   2358.3,   7592.6,  12794.6,  16273.4
    171194, 347.0134, -62.5086,1, 0.050, 0.030, 0.013,35.598, 0.018,90, 90,1,0.050,36.720,-0.000,  170.2, 0.00, 0.000,60496.203,    40,0.,0.,0.,0.,0.,0.
    172164,   0.5745, -45.9811,1, 0.442, 0.443, 0.024,41.945, 0.006,42, 42,1,0.438,41.922, 0.005,  197.6, 0.00, 0.000,59890.359,   130,0.,0.,0.,0.,0.,0.
    172231, 347.0134, -62.5086,1, 0.447, 0.410, 0.018,41.751, 0.018,90, 90,1,0.447,41.969,-0.019, -341.9, 0.00, 0.000,60508.355,    40,0.,0.,0.,0.,0.,0.
    172461,   0.9494, -45.5867,1, 0.000, 0.000, 0.000,-9.000, 0.013,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    41,     23.6,    262.4,    305.5,    234.1,    154.5,     66.0
    172825,   1.7234, -45.9811,1, 0.516, 0.583, 0.030,42.664, 0.010,90, 90,1,0.515,42.342,-0.014,  290.1, 0.00, 0.000,60231.316,   114,0.,0.,0.,0.,0.,0.
    172861, 150.9961,   4.1815,1, 0.657, 0.669, 0.034,43.025, 0.015,42, 42,3,0.658,42.983,-0.010,  305.3, 3.10, 0.133,59965.141,    12,0.,0.,0.,0.,0.,0.
    173059, 352.3987, -62.6967,1, 0.291, 0.227, 0.116,40.260, 0.020,90, 90,1,0.289,40.864, 0.008,  367.6, 0.00, 0.000,60583.770,   131,0.,0.,0.,0.,0.,0.
    173317,  33.2227,  -4.7802,1, 0.163, 2.606, 1.235,46.657, 0.018,88, 88,1,0.162,39.455, 0.000,    0.0, 0.00, 0.000,59570.000,    91,    133.6,    154.0,    221.0,    348.7,    393.1,    471.9
    173500, 347.6175, -62.5086,1, 1.299, 1.081, 0.151,44.310, 0.019,88, 88,1,1.298,44.803, 0.000,    0.0, 0.00, 0.000,59570.000,    57,     61.6,     64.9,     81.4,     83.2,     81.0,     82.9
    173708,   1.3636, -46.7685,1, 0.501, 0.504, 0.008,42.283, 0.008,67, 67,1,0.499,42.257, 0.001,  130.0, 0.00, 0.000,60244.395,   113,0.,0.,0.,0.,0.,0.
    174258, 150.1172,   2.8361,1, 0.142, 2.677, 0.970,46.728, 0.016,52, 52,1,0.144,39.170, 0.001, -376.8, 0.00, 0.000,59944.336,   106,0.,0.,0.,0.,0.,0.
    174836, 150.4688,   1.6415,1, 0.000, 0.000, 0.000,-9.000, 0.017,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    45,      4.8,     34.1,    115.8,    572.4,   1253.6,   2103.3
    174968,   1.3636, -46.7685,1, 0.424, 2.841, 1.184,46.884, 0.008,90, 90,1,0.422,41.824, 0.003,  360.8, 0.00, 0.000,59831.496,   113,0.,0.,0.,0.,0.,0.
    174980,  34.2773,  -5.0797,1, 0.000, 0.000, 0.000,-9.000, 0.019,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    23,  14963.6, 159004.3, 179227.2, 134486.0,  87804.9,  37175.1
    175105, 346.2766, -64.0112,1, 0.000, 0.000, 0.000,-9.000, 0.019,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   116,      2.0,     14.9,     50.7,    250.9,    548.9,    920.5
    175185,  32.8711,  -4.7802,1, 0.329, 0.329, 0.022,41.185, 0.017,90, 90,1,0.328,41.178,-0.000,   25.5, 0.00, 0.000,59845.648,    31,0.,0.,0.,0.,0.,0.
    175409,  52.2070, -28.2916,1, 0.172, 0.215, 0.020,40.137, 0.007,52, 52,1,0.171,39.580,-0.018,  425.1, 0.00, 0.000,60496.262,    87,0.,0.,0.,0.,0.,0.
    175477,  53.0859, -27.7844,1, 0.154, 0.142, 0.011,39.142, 0.007,90, 90,1,0.155,39.346,-0.001, -110.4, 0.00, 0.000,59769.984,    34,0.,0.,0.,0.,0.,0.
    175824, 347.0134, -62.5086,1, 0.000, 0.000, 0.000,-9.000, 0.018,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    40,      1.9,     18.1,     50.0,    221.4,    406.2,    534.8
    175907, 149.5898,   3.5833,1, 1.267, 1.091, 0.105,44.333, 0.024,88, 88,1,1.270,44.740, 0.000,    0.0, 0.00, 0.000,59570.000,    74,    164.0,    175.1,    220.5,    226.6,    219.8,    231.9
    175935, 352.7113, -63.8237,1, 0.397, 0.418, 0.044,41.798, 0.024,42, 42,1,0.396,41.661, 0.002,   -1.0, 0.00, 0.000,59667.934,     1,0.,0.,0.,0.,0.,0.
    176060,   1.7234, -45.9811,1, 0.471, 0.463, 0.775,42.059, 0.010,90, 90,1,0.470,42.101,-0.016,  205.2, 0.00, 0.000,60451.074,   114,0.,0.,0.,0.,0.,0.
    176219, 352.7113, -63.8237,1, 0.194, 0.200, 0.009,39.960, 0.024,90, 90,1,0.194,39.882, 0.001,   70.1, 0.00, 0.000,59631.188,     1,0.,0.,0.,0.,0.,0.
    176224,   1.7234, -45.9811,1, 0.256, 0.382, 0.934,41.566, 0.010,90, 90,1,0.255,40.554, 0.001,  120.3, 0.00, 0.000,60061.973,   114,0.,0.,0.,0.,0.,0.
    176246, 152.0508,   3.2844,1, 0.000, 0.000, 0.000,-9.000, 0.019,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    94,   1514.1,   9449.5,  12753.6,  13752.3,  13581.0,  13539.2
    176303, 352.7113, -63.8237,1, 0.472, 0.353, 1.296,41.367, 0.024,90, 90,1,0.472,42.111,-0.009, -675.6, 0.00, 0.000,60126.934,     1,0.,0.,0.,0.,0.,0.
    176675, 346.6552, -63.2605,1, 0.248, 0.244, 0.010,40.444, 0.019,90, 90,1,0.243,40.440, 0.002,  650.7, 0.00, 0.000,60244.254,    17,0.,0.,0.,0.,0.,0.
    176687, 358.3125, -44.9939,1, 0.106, 0.224, 0.990,40.232, 0.009,90, 90,1,0.104,38.417,-0.001, -114.8, 0.00, 0.000,59679.270,     3,0.,0.,0.,0.,0.,0.
    176756, 150.2930,   2.6867,1, 0.000, 0.000, 0.000,-9.000, 0.016,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    59,    243.1,   2050.1,   1959.9,   1334.8,    821.2,    334.7
    177141, 349.6154, -63.6360,1, 0.270, 0.262, 0.022,40.619, 0.018,90, 90,1,0.269,40.683, 0.008,  229.5, 0.00, 0.000,59990.188,    81,0.,0.,0.,0.,0.,0.
    177149,  53.0859, -28.1222,1, 0.316, 0.310, 0.012,41.040, 0.007,88, 88,1,0.316,41.084, 0.000,    0.0, 0.00, 0.000,59570.000,     2,    301.2,    295.7,    356.7,    409.1,    657.1,    604.1
    177211, 359.4156, -46.7685,1, 1.430, 1.200, 0.183,44.590, 0.009,95, 95,1,1.429,45.061,-0.050, -126.8, 3.10, 0.019,60538.164,    36,0.,0.,0.,0.,0.,0.
    177291,   1.7532, -46.7685,1, 0.808, 0.800, 0.034,43.501, 0.014,90, 90,1,0.808,43.529,-0.009,  -23.1, 0.00, 0.000,60166.555,    22,0.,0.,0.,0.,0.,0.
    177297, 352.3987, -62.6967,1, 0.280, 2.378, 1.242,46.416, 0.020,42, 42,1,0.277,40.758,-0.030,  562.4, 0.00, 0.000,60253.063,   131,0.,0.,0.,0.,0.,0.
    177475, 150.1172,   2.8361,1, 0.808, 0.808, 0.017,43.530, 0.016,90, 90,1,0.810,43.534, 0.014,   78.6, 0.00, 0.000,60401.168,   106,0.,0.,0.,0.,0.,0.
    177557,  52.2070, -26.6101,1, 1.877, 1.911, 0.167,45.837, 0.014,88, 88,1,1.876,45.787, 0.000,    0.0, 0.00, 0.000,59570.000,    83,   1154.3,   1262.4,   1295.0,   1597.7,   1609.4,   1647.8
    177627, 358.6481, -46.3751,1, 0.392, 0.344, 0.101,41.300, 0.009,62, 62,2,0.389,41.618, 0.009,  358.6, 3.10, 0.021,59727.188,   117,0.,0.,0.,0.,0.,0.
    177697,  54.6680, -27.6159,1, 0.000, 0.000, 0.000,-9.000, 0.009,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    72,      1.2,      9.2,     31.5,    156.2,    341.8,    573.2
    177808, 150.1172,   3.7328,1, 0.124, 0.168, 0.065,39.539, 0.020,42, 42,1,0.124,38.818,-0.006,  178.1, 0.00, 0.000,59980.215,    88,0.,0.,0.,0.,0.,0.
    177812, 349.4295, -62.5086,1, 0.173, 0.175, 0.015,39.632, 0.020,90, 90,1,0.174,39.616,-0.001, -121.1, 0.00, 0.000,59977.363,   104,0.,0.,0.,0.,0.,0.
    177970, 346.1301, -63.0726,1, 0.349, 0.319, 0.034,41.109, 0.020,90, 90,1,0.350,41.342, 0.004, -136.2, 0.00, 0.000,60469.836,    14,0.,0.,0.,0.,0.,0.
    178529,   1.6946, -45.1916,1, 0.282, 0.262, 0.024,40.622, 0.011,42, 42,1,0.281,40.792, 0.008,   17.8, 0.00, 0.000,60520.656,   109,0.,0.,0.,0.,0.,0.
    178550, 346.5625, -63.4483,1, 0.690, 0.709, 0.033,43.180, 0.021,90, 90,1,0.692,43.114,-0.054, -543.1, 0.00, 0.000,59745.211,    58,0.,0.,0.,0.,0.,0.
    178664,  51.3281, -27.4476,1, 0.288, 0.305, 0.909,41.000, 0.013,90, 90,1,0.290,40.867,-0.000, -243.6, 0.00, 0.000,60616.180,   122,0.,0.,0.,0.,0.,0.
    178764, 347.8618, -61.9438,1, 0.127, 0.269, 0.625,40.682, 0.017,62, 62,2,0.128,38.882,-0.008, -341.1, 3.10, 0.038,60382.676,    84,0.,0.,0.,0.,0.,0.
    178859, 349.1606, -64.7609,1, 0.232, 0.232, 0.040,40.314, 0.020,90, 90,1,0.231,40.306, 0.001,  -50.0, 0.00, 0.000,59659.164,    50,0.,0.,0.,0.,0.,0.
    179639, 349.9662, -62.6967,1, 0.000, 0.000, 0.000,-9.000, 0.021,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    39,    197.1,   1569.8,   1439.7,    957.2,    580.3,    234.4
    179685,  53.9648, -28.6310,1, 0.000, 0.000, 0.000,-9.000, 0.009,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   121,      0.7,      4.9,     16.5,     81.3,    177.9,    298.4
    179813,  53.0859, -27.1119,1, 0.203, 0.193, 0.013,39.870, 0.007,42, 42,1,0.203,39.991,-0.012,  -49.3, 0.00, 0.000,59660.844,    30,0.,0.,0.,0.,0.,0.
    179834,   2.0975, -45.7840,1, 0.455, 0.443, 0.712,41.946, 0.011,90, 90,1,0.454,42.012, 0.003, -153.2, 0.00, 0.000,60418.500,    24,0.,0.,0.,0.,0.,0.
    179877,  52.2070, -26.6101,1, 0.337, 0.425, 0.221,41.839, 0.014,90, 90,1,0.335,41.228, 0.005, -548.6, 0.00, 0.000,59805.844,    83,0.,0.,0.,0.,0.,0.
    180090,  33.5742,  -5.0797,1, 0.140, 0.130, 0.019,38.933, 0.016,42, 42,1,0.138,39.077, 0.001,   93.7, 0.00, 0.000,59966.820,    67,0.,0.,0.,0.,0.,0.
    180224, 349.4295, -62.5086,1, 0.350, 0.360, 0.028,41.415, 0.020,90, 90,1,0.349,41.339, 0.010,  217.7, 0.00, 0.000,59647.281,   104,0.,0.,0.,0.,0.,0.
    180288, 349.2857, -62.8847,1, 0.773, 0.693, 0.056,43.120, 0.018,42, 42,1,0.772,43.408,-0.000,  -74.3, 0.00, 0.000,59789.699,   100,0.,0.,0.,0.,0.,0.
    180290, 359.4467, -44.2015,1, 0.605, 0.669, 0.025,43.025, 0.010,90, 90,1,0.603,42.755, 0.009,  -30.5, 0.00, 0.000,60508.574,    13,0.,0.,0.,0.,0.,0.
    180852, 151.3477,   3.5833,1, 0.000, 0.000, 0.000,-9.000, 0.015,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    98,      1.4,     10.7,     36.9,    182.9,    400.6,    672.2
    180994,  34.4531,  -5.2295,1, 0.432, 0.451, 0.022,41.994, 0.019,90, 90,1,0.432,41.881,-0.024, -275.8, 0.00, 0.000,60544.328,   124,0.,0.,0.,0.,0.,0.
    181003, 358.6653, -45.7840,1, 0.688, 0.749, 0.048,43.329, 0.009,90, 90,1,0.690,43.110,-0.056, -349.4, 0.00, 0.000,59899.449,   129,0.,0.,0.,0.,0.,0.
    181046, 150.6445,   3.5833,1, 0.704, 0.700, 0.012,43.146, 0.018,90, 90,1,0.709,43.177, 0.012, -454.5, 0.00, 0.000,59961.449,    55,0.,0.,0.,0.,0.,0.
    181598, 149.4141,   1.9401,1, 0.000, 0.000, 0.000,-9.000, 0.018,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    15,    742.8,  11385.6,  16731.5,  14830.9,  10722.3,   4865.2
    181919, 151.1719,   1.3430,1, 0.346, 0.343, 0.010,41.290, 0.026,90, 90,1,0.353,41.359,-0.002, -449.2, 0.00, 0.000,59891.129,    48,0.,0.,0.,0.,0.,0.
    181956, 148.8867,   2.6867,1, 0.089, 0.647, 0.156,42.938, 0.028,42, 42,2,0.089,38.047, 0.000,  318.4, 0.00, 0.000,60420.359,    33,0.,0.,0.,0.,0.,0.
    182291, 347.8467, -64.7609,1, 0.270, 0.315, 0.021,41.080, 0.019,90, 90,1,0.269,40.685,-0.008,   16.3, 0.00, 0.000,60579.066,    20,0.,0.,0.,0.,0.,0.
    182317, 347.8618, -61.9438,1, 0.253, 0.179, 0.355,39.689, 0.017,90, 90,1,0.253,40.527,-0.028, -403.1, 0.00, 0.000,59636.770,    84,0.,0.,0.,0.,0.,0.
    182482, 149.5898,   3.5833,1, 0.000, 0.000, 0.000,-9.000, 0.024,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    74,     69.4,    539.4,   1851.8,   9178.1,  20100.4,  33726.3
    182732, 351.9536, -62.1322,1, 0.092, 0.324, 0.553,41.151, 0.019,90, 90,1,0.089,38.043, 0.001,  315.0, 0.00, 0.000,60571.852,   128,0.,0.,0.,0.,0.,0.
    183049,  53.0859, -27.7844,1, 0.382, 0.439, 1.077,41.921, 0.007,90, 90,1,0.381,41.559, 0.001,   45.5, 0.00, 0.000,60556.910,    34,0.,0.,0.,0.,0.,0.
    183143, 346.2766, -64.0112,1, 0.000, 0.000, 0.000,-9.000, 0.019,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,   116,     13.7,    107.8,    371.1,   1842.2,   4035.6,   6770.1
    183206, 348.5294, -61.7554,1, 0.382, 0.478, 0.090,42.144, 0.016,90, 90,1,0.381,41.557,-0.009, -180.8, 0.00, 0.000,59819.379,    85,0.,0.,0.,0.,0.,0.
    183210,  34.1016,  -5.8292,1, 0.711, 0.694, 0.022,43.125, 0.019,90, 90,1,0.710,43.188, 0.016,  113.0, 0.00, 0.000,60211.480,    21,0.,0.,0.,0.,0.,0.
    183283, 151.1719,   2.2387,1, 0.167, 0.564, 0.068,42.574, 0.024,90, 90,1,0.168,39.530,-0.005,   85.0, 0.00, 0.000,60436.723,    49,0.,0.,0.,0.,0.,0.
    183481,   1.7234, -45.9811,1, 0.144, 0.140, 0.010,39.110, 0.010,67, 67,1,0.143,39.155, 0.001, -509.9, 0.00, 0.000,60025.727,   114,0.,0.,0.,0.,0.,0.
    183622, 150.8203,   3.7328,1, 0.000, 0.000, 0.000,-9.000, 0.016,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    43,      1.4,     10.7,     36.8,    182.6,    400.1,    671.5
    183842, 359.8052, -46.7685,1, 0.196, 0.182, 0.022,39.730, 0.011,42, 42,1,0.196,39.911, 0.003, -218.4, 0.00, 0.000,59830.363,   119,0.,0.,0.,0.,0.,0.
    183932, 150.9961,   4.1815,1, 0.113, 0.129, 0.017,38.907, 0.015,62, 62,2,0.112,38.588, 0.000,  758.9, 3.10, 0.102,60034.535,    12,0.,0.,0.,0.,0.,0.
    183985, 149.4141,   1.9401,1, 0.000, 0.000, 0.000,-9.000, 0.018,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    15,    241.5,   2039.5,   1952.3,   1330.6,    819.3,    334.1
    184218, 351.2590, -64.3862,1, 0.356, 0.369, 0.013,41.477, 0.020,52, 52,1,0.356,41.386,-0.040, -169.5, 0.00, 0.000,60598.219,    54,0.,0.,0.,0.,0.,0.
    184340,  33.3984,  -3.7328,1, 0.000, 0.000, 0.000,-9.000, 0.022,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    62,   2271.4,  20346.5,  20300.8,  14186.1,   8862.1,   3648.2
    184530, 347.0134, -62.5086,1, 0.133, 0.092, 0.022,38.133, 0.018,42, 42,2,0.132,38.963,-0.006,    1.3, 0.00, 0.000,60051.645,    40,0.,0.,0.,0.,0.,0.
    184663, 352.3987, -62.6967,1, 0.296, 0.339, 1.039,41.260, 0.020,90, 90,1,0.295,40.917,-0.004, -176.8, 0.00, 0.000,59735.195,   131,0.,0.,0.,0.,0.,0.
    184736, 149.4141,   3.4338,1, 0.379, 0.440, 0.377,41.932, 0.027,42, 42,1,0.380,41.549, 0.006,  -37.1, 0.00, 0.000,59889.379,   107,0.,0.,0.,0.,0.,0.
    184895, 349.1606, -64.7609,1, 0.458, 0.150, 0.310,39.269, 0.020,90, 90,1,0.458,42.036, 0.012,  229.7, 0.00, 0.000,60583.844,    50,0.,0.,0.,0.,0.,0.
    185562,  53.4375, -29.1422,1, 0.187, 2.647, 0.707,46.698, 0.008,90, 90,1,0.187,39.788,-0.005, -354.2, 0.00, 0.000,60054.199,    71,0.,0.,0.,0.,0.,0.
    185605, 151.3477,   4.1815,1, 0.000, 0.000, 0.000,-9.000, 0.016,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    25,    750.1,  11481.0,  16833.5,  14909.2,  10772.4,   4885.1
    185700,  33.3984,  -3.7328,1, 0.285, 0.286, 0.012,40.839, 0.022,90, 90,1,0.284,40.819,-0.002,   -2.0, 0.00, 0.000,60292.508,    62,0.,0.,0.,0.,0.,0.
    185701,   0.5745, -45.9811,1, 0.335, 0.334, 0.008,41.228, 0.006,90, 90,1,0.335,41.236,-0.010, -228.7, 0.00, 0.000,60519.566,   130,0.,0.,0.,0.,0.,0.
    185785,  52.9102, -25.9445,1, 1.052, 1.121, 0.234,44.407, 0.010,95, 95,1,1.052,44.236,-0.038,   23.0, 3.10, 0.129,59678.949,    78,0.,0.,0.,0.,0.,0.
    185839,  34.9805,  -6.2793,1, 0.000, 0.000, 0.000,-9.000, 0.023,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    79,     12.5,    124.7,    355.7,   1305.0,   2248.3,   2882.1
    186060, 351.3830, -64.0112,1, 0.601, 0.589, 0.027,42.688, 0.023,88, 88,1,0.600,42.742, 0.000,    0.0, 0.00, 0.000,59570.000,   112,   1296.2,   1581.8,   1522.6,   1884.5,   1949.5,   2398.7
    186115,  54.6680, -27.6159,1, 0.000, 0.000, 0.000,-9.000, 0.009,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,    72,   3331.4,  18047.3,  24048.2,  26369.4,  26916.3,  26819.3
    186159, 347.0134, -62.5086,1, 0.435, 0.353, 0.100,41.369, 0.018,42, 42,1,0.435,41.902, 0.007, -160.3, 0.00, 0.000,60303.910,    40,0.,0.,0.,0.,0.,0.
    186171, 351.3214, -64.1987,1, 0.360, 0.358, 0.009,41.403, 0.023,90, 90,1,0.359,41.412,-0.003,  221.5, 0.00, 0.000,60157.801,    68,0.,0.,0.,0.,0.,0.
