name,RA0,Decl0,Mode,Cloud,W,logP1,VI
OGLE-LMC-CEP-3021,5.716922,-68.01172,F,LMC,14.22985,0.509715869522579,0.733000000000001
OGLE-LMC-CEP-3022,5.717442,-71.10525,F,LMC,14.4499,0.417353014118263,0.862
OGLE-LMC-CEP-3024,5.718325,-69.49069,F,LMC,12.91535,0.932413136791709,0.863
OGLE-LMC-CEP-3027,5.719194,-69.61081,F,LMC,14.2812,0.479051480246048,0.836
OGLE-LMC-CEP-3028,5.719581,-69.46967,F,LMC,13.54855,0.679711730673528,0.779
OGLE-LMC-CEP-3031,5.720392,-71.03944,F,LMC,14.42475,0.427101045766618,0.834999999999999
OGLE-LMC-CEP-3032,5.720528,-71.05372,F,LMC,14.35295,0.434411539578089,0.931000000000001
OGLE-LMC-CEP-3036,5.726047,-70.51258,F,LMC,13.98865,0.557497998614829,0.877000000000001
OGLE-LMC-CEP-3038,5.726589,-69.12972,F,LMC,14.89975,0.298010863845167,0.875
OGLE-LMC-CEP-3039,5.727197,-70.57019,F,LMC,14.0565,0.558685079605171,0.790000000000001
OGLE-LMC-CEP-3043,5.727978,-70.13575,F,LMC,13.7318,0.653874616731298,0.844000000000001
OGLE-LMC-CEP-3044,5.728061,-71.25342,F,LMC,13.77855,0.609509793588449,0.938999999999998
OGLE-LMC-CEP-3050,5.733047,-70.41644,F,LMC,13.51935,0.680905732949908,0.923
OGLE-LMC-CEP-3052,5.733297,-70.52172,F,LMC,14.283,0.481289193684002,0.76
OGLE-LMC-CEP-3054,5.734064,-68.82078,F,LMC,14.55955,0.364166244548051,0.878999999999998
OGLE-LMC-CEP-3055,5.7341,-68.16869,F,LMC,13.76025,0.647647408187538,0.805000000000001
OGLE-LMC-CEP-3056,5.736069,-69.20853,F,LMC,13.46355,0.716697842947574,0.779
OGLE-LMC-CEP-3058,5.737436,-69.86108,F,LMC,14.5598,0.412707260769617,0.943999999999999
OGLE-LMC-CEP-3059,5.737536,-70.55606,F,LMC,14.25525,0.475258688702448,0.785000000000002
OGLE-LMC-CEP-3060,5.737994,-69.86456,F,LMC,14.54645,0.432080915729594,1.141
OGLE-LMC-CEP-3061,5.738006,-69.30408,F,LMC,12.30215,1.08243751549987,0.987
OGLE-LMC-CEP-3062,5.739039,-72.02572,F,LMC,14.1283,0.468763964573342,0.673999999999999
OGLE-LMC-CEP-3064,5.739194,-68.54939,F,LMC,13.81885,0.650836059363365,1.073
OGLE-LMC-CEP-3065,5.739578,-70.7265,F,LMC,14.02165,0.554871292123245,0.737
OGLE-LMC-CEP-3069,5.740003,-71.09367,F,LMC,14.5266,0.400285144327187,0.808
OGLE-LMC-CEP-3072,5.740964,-69.52589,F,LMC,13.52355,0.633212196745732,0.779
OGLE-LMC-CEP-3074,5.7422,-70.79647,F,LMC,14.09125,0.54270240091223,0.825000000000001
OGLE-LMC-CEP-3077,5.742792,-70.99236,F,LMC,14.32005,0.473412907416772,0.749000000000001
OGLE-LMC-CEP-3078,5.743189,-68.6045,F,LMC,13.924,0.561088557455041,0.860000000000001
OGLE-LMC-CEP-3080,5.743444,-70.65147,F,LMC,13.8589,0.594861644404636,0.822000000000001
OGLE-LMC-CEP-3082,5.743906,-71.00169,F,LMC,14.3434,0.455776876148906,0.812000000000001
OGLE-LMC-CEP-3083,5.74395,-70.62678,F,LMC,14.2694,0.485635509993548,0.811999999999999
OGLE-LMC-CEP-3085,5.744683,-69.69589,F,LMC,13.69695,0.645614357955139,1.011
OGLE-LMC-CEP-3087,5.746133,-70.05175,F,LMC,14.334,0.475708675470962,0.720000000000002
OGLE-LMC-CEP-3089,5.747347,-70.37489,F,LMC,14.80815,0.302227668633674,0.726999999999999
OGLE-LMC-CEP-3091,5.747719,-68.476,F,LMC,11.94635,1.13486723067582,1.083
OGLE-LMC-CEP-3092,5.747789,-68.64617,F,LMC,13.7248,0.673011879979924,0.744
OGLE-LMC-CEP-3096,5.750383,-70.48711,F,LMC,14.1812,0.550272526509188,0.756000000000002
OGLE-LMC-CEP-3098,5.751111,-70.45064,F,LMC,14.08095,0.548675847446125,0.790999999999999
OGLE-LMC-CEP-3100,5.752356,-69.65033,F,LMC,14.92155,0.36725568622255,0.939
OGLE-LMC-CEP-3101,5.754536,-70.77644,F,LMC,14.5975,0.377554260033058,0.69
OGLE-LMC-CEP-3104,5.755839,-68.30283,F,LMC,13.857,0.619655326002194,0.860000000000001
OGLE-LMC-CEP-3107,5.757633,-70.42347,F,LMC,15.8522,0.0148630091164442,0.655999999999999
OGLE-LMC-CEP-3109,5.757917,-70.45031,F,LMC,13.72945,0.662237594187711,0.801
OGLE-LMC-CEP-3110,5.758892,-67.78239,F,LMC,14.59565,0.367762103909497,0.617000000000001
OGLE-LMC-CEP-3116,5.761317,-70.53061,F,LMC,14.07615,0.541342251688174,0.826999999999998
OGLE-LMC-CEP-3118,5.761678,-70.41753,F,LMC,13.5329,0.705877313695353,0.962000000000002
OGLE-LMC-CEP-3120,5.762019,-69.48736,F,LMC,14.19875,0.4954364859221,0.875
OGLE-LMC-CEP-3122,5.762575,-67.90953,F,LMC,14.35955,0.432642100641449,0.639000000000001
OGLE-LMC-CEP-3124,5.764828,-69.19697,F,LMC,14.2052,0.503656602870941,0.975999999999999
OGLE-LMC-CEP-3125,5.765183,-70.59558,F,LMC,14.13555,0.500993729497487,0.999000000000001
OGLE-LMC-CEP-3126,5.765347,-70.90656,F,LMC,14.1101,0.534705968324621,0.678000000000001
OGLE-LMC-CEP-3128,5.766306,-69.49956,F,LMC,13.74015,0.625584756720659,1.047
OGLE-LMC-CEP-3129,5.766675,-70.78547,F,LMC,14.2867,0.48257197281412,0.765999999999998
OGLE-LMC-CEP-3133,5.768494,-70.19692,F,LMC,13.4557,0.684182458188395,0.805999999999999
OGLE-LMC-CEP-3134,5.768525,-70.10067,F,LMC,14.1215,0.491063539412239,0.83
OGLE-LMC-CEP-3137,5.769667,-71.00167,F,LMC,14.5746,0.386225086414228,0.788
OGLE-LMC-CEP-3138,5.770222,-70.26681,F,LMC,15.02315,0.243273273314936,0.887
OGLE-LMC-CEP-3140,5.770603,-69.07306,F,LMC,14.1148,0.517601147137612,0.884
OGLE-LMC-CEP-3141,5.770639,-70.68858,F,LMC,14.27815,0.479718170567766,0.747
OGLE-LMC-CEP-3143,5.771703,-71.15542,F,LMC,13.6198,0.674676117590033,0.804
OGLE-LMC-CEP-3144,5.772289,-68.24656,F,LMC,14.37255,0.458705049953141,0.839
OGLE-LMC-CEP-3146,5.772847,-69.92225,F,LMC,13.90515,0.578266278554488,0.926999999999998
OGLE-LMC-CEP-3147,5.772878,-69.028,F,LMC,13.90435,0.604088688433901,1.143
OGLE-LMC-CEP-3148,5.773292,-71.73281,F,LMC,14.17965,0.507311583673605,0.797000000000001
OGLE-LMC-CEP-3150,5.773958,-68.62892,F,LMC,13.7254,0.652361544338461,0.811999999999999
OGLE-LMC-CEP-3151,5.774472,-70.63622,F,LMC,14.0836,0.531331653474772,0.847999999999999
OGLE-LMC-CEP-3153,5.775236,-70.92358,F,LMC,14.2847,0.481045088658706,0.786000000000001
OGLE-LMC-CEP-3154,5.775469,-67.77933,F,LMC,13.9159,0.592104320810124,0.782
OGLE-LMC-CEP-3155,5.775875,-68.43028,F,LMC,15.1257,0.254983748063444,0.826000000000001
OGLE-LMC-CEP-3156,5.776489,-69.82783,F,LMC,13.77385,0.635976803239,0.812999999999999
OGLE-LMC-CEP-3157,5.776578,-69.11786,F,LMC,14.09465,0.518090770436083,0.777000000000001
OGLE-LMC-CEP-3159,5.7769,-70.73353,F,LMC,14.2825,0.490592227290842,0.729999999999999
OGLE-LMC-CEP-3160,5.777014,-70.70153,F,LMC,14.42845,0.441869917737876,0.760999999999999
OGLE-LMC-CEP-3161,5.777797,-69.76189,F,LMC,14.22615,0.507986962985316,1.007
OGLE-LMC-CEP-3163,5.778669,-67.80528,F,LMC,12.1371,1.07321663927866,0.978
OGLE-LMC-CEP-3165,5.779522,-70.51283,F,LMC,14.3241,0.425655476716708,0.798000000000002
OGLE-LMC-CEP-3167,5.780078,-69.19744,F,LMC,15.32235,0.204840313786321,0.883000000000003
OGLE-LMC-CEP-3168,5.780244,-70.16242,F,LMC,13.2961,0.751113932871623,0.958
OGLE-LMC-CEP-3169,5.781194,-70.77906,F,LMC,14.2251,0.501858422939407,0.778
OGLE-LMC-CEP-3171,5.783553,-70.77217,F,LMC,14.4692,0.432551622525483,0.755999999999998
OGLE-LMC-CEP-3173,5.786058,-69.45569,F,LMC,14.16135,0.465089812054855,1.063
OGLE-LMC-CEP-3176,5.787692,-70.65475,F,LMC,13.49885,0.681291884016264,0.833
OGLE-LMC-CEP-3181,5.790147,-70.75936,F,LMC,14.3476,0.449076734094167,0.787999999999998
OGLE-LMC-CEP-3182,5.790281,-69.38939,F,LMC,14.16035,0.515886011731121,1.183
OGLE-LMC-CEP-3183,5.790328,-70.70608,F,LMC,14.40645,0.446959078905921,0.780999999999999
OGLE-LMC-CEP-3185,5.791372,-70.38108,F,LMC,13.6088,0.645904647945907,0.964
OGLE-LMC-CEP-3186,5.791386,-70.67914,F,LMC,14.1484,0.506656697811237,0.852000000000002
OGLE-LMC-CEP-3187,5.791617,-68.41781,F,LMC,14.6702,0.399488994578361,0.776000000000002
OGLE-LMC-CEP-3191,5.792436,-70.67494,F,LMC,14.1706,0.506854924655259,0.847999999999999
OGLE-LMC-CEP-3192,5.792942,-70.08658,F,LMC,14.3841,0.41331073029767,0.818
OGLE-LMC-CEP-3193,5.792972,-70.52064,F,LMC,14.6495,0.393113026028253,0.85
OGLE-LMC-CEP-3194,5.793117,-70.85764,F,LMC,15.02055,0.208345483950212,0.739000000000001
OGLE-LMC-CEP-3195,5.793436,-70.55286,F,LMC,13.60475,0.695350177432032,0.855
OGLE-LMC-CEP-3197,5.796036,-70.68917,F,LMC,14.26045,0.46600836487403,0.780999999999999
OGLE-LMC-CEP-3198,5.796264,-68.72347,F,LMC,13.83635,0.609744038976825,0.863
OGLE-LMC-CEP-3200,5.798231,-70.87775,F,LMC,14.39545,0.463919060796436,0.741
OGLE-LMC-CEP-3201,5.800883,-70.71783,F,LMC,13.1005,0.799210386370095,0.709999999999999
OGLE-LMC-CEP-3202,5.800922,-70.58608,F,LMC,13.40785,0.710993163698754,1.073
OGLE-LMC-CEP-3203,5.801928,-71.50594,F,LMC,12.062,1.12710587761766,0.82
OGLE-LMC-CEP-3204,5.802064,-70.42167,F,LMC,14.18435,0.512958731379386,0.722999999999999
OGLE-LMC-CEP-3206,5.80355,-70.71478,F,LMC,14.6272,0.398645337857054,0.675999999999998
OGLE-LMC-CEP-3207,5.804128,-70.20764,F,LMC,14.43105,0.403133275170362,0.728999999999999
OGLE-LMC-CEP-3210,5.805044,-71.45883,F,LMC,13.35325,0.755802246232573,0.844999999999999
OGLE-LMC-CEP-3211,5.805253,-69.16875,F,LMC,14.075,0.540006913282871,0.82
OGLE-LMC-CEP-3212,5.806636,-70.47561,F,LMC,14.4959,0.387715087189056,0.662000000000001
OGLE-LMC-CEP-3213,5.808944,-70.41389,F,LMC,14.3196,0.423941220626294,0.788
OGLE-LMC-CEP-3214,5.809019,-70.71528,F,LMC,15.7016,0.0549162654670453,0.668000000000003
OGLE-LMC-CEP-3215,5.810144,-69.74139,F,LMC,14.40205,0.425185617993069,0.868999999999998
OGLE-LMC-CEP-3216,5.811078,-69.95947,F,LMC,13.12725,0.805796743643722,0.945
OGLE-LMC-CEP-3220,5.814181,-68.96197,F,LMC,14.0708,0.561751967966283,0.864000000000001
OGLE-LMC-CEP-3221,5.814217,-69.38692,F,LMC,14.2457,0.484846449957857,0.845999999999998
OGLE-LMC-CEP-3222,5.814467,-70.84158,F,LMC,14.1063,0.54358216938798,0.773999999999999
OGLE-LMC-CEP-3223,5.814678,-70.01747,F,LMC,15.0608,0.215350114992509,0.884
OGLE-LMC-CEP-3227,5.818817,-70.43375,F,LMC,14.3791,0.45848171664442,0.718
OGLE-LMC-CEP-3228,5.820433,-69.37797,F,LMC,13.46755,0.680186313527843,1.159
OGLE-LMC-CEP-3232,5.824133,-70.31347,F,LMC,13.93555,0.562004444764276,0.679
OGLE-LMC-CEP-3236,5.825914,-71.08425,F,LMC,13.9766,0.577562751785019,0.808
OGLE-LMC-CEP-3242,5.830453,-70.42881,F,LMC,14.23965,0.529930954610706,0.737
OGLE-LMC-CEP-3243,5.830889,-70.00397,F,LMC,14.16715,0.525789081187333,0.867000000000001
OGLE-LMC-CEP-3244,5.831414,-71.67533,F,LMC,15.2044,0.234581916704542,0.692
OGLE-LMC-CEP-3246,5.834956,-70.59186,F,LMC,14.74185,0.332233161807241,0.733000000000001
OGLE-LMC-CEP-3249,5.837186,-69.61658,F,LMC,14.3532,0.439357361056292,0.755999999999998
OGLE-LMC-CEP-3252,5.839647,-68.76328,F,LMC,14.08975,0.529657657787888,0.735000000000001
OGLE-LMC-CEP-3253,5.843483,-70.16147,F,LMC,13.7675,0.636831735477003,0.75
OGLE-LMC-CEP-3254,5.844169,-70.23483,F,LMC,13.4749,0.725723685798494,0.802
OGLE-LMC-CEP-3255,5.845044,-68.78881,F,LMC,14.3639,0.464946493560128,0.941999999999998
OGLE-LMC-CEP-3256,5.845236,-69.60017,F,LMC,13.84505,0.599007873083775,0.689
OGLE-LMC-CEP-3257,5.84885,-69.51808,F,LMC,14.2029,0.492154719575129,0.821999999999999
OGLE-LMC-CEP-3258,5.849181,-69.67531,F,LMC,13.19135,0.83493311039512,0.783000000000001
OGLE-LMC-CEP-3260,5.850108,-69.42547,F,LMC,13.25275,0.766900329253346,0.855
OGLE-LMC-CEP-3262,5.851453,-69.975,F,LMC,14.08855,0.47821249513906,0.759
OGLE-LMC-CEP-3264,5.856058,-69.47481,F,LMC,14.25715,0.456323983491314,0.767000000000001
OGLE-LMC-CEP-3267,5.864311,-69.73625,F,LMC,14.6923,0.35890066797687,0.573999999999998
OGLE-LMC-CEP-3268,5.864628,-71.10783,F,LMC,14.17345,0.533759110676294,0.741
OGLE-LMC-CEP-3270,5.866342,-70.98681,F,LMC,14.103,0.491481542572913,0.779999999999999
OGLE-LMC-CEP-3277,5.875694,-69.60394,F,LMC,13.7885,0.630954089848833,0.83
OGLE-LMC-CEP-3280,5.882278,-69.79011,F,LMC,14.15335,0.52021726726415,0.702999999999999
OGLE-LMC-CEP-3281,5.882575,-69.48731,F,LMC,12.73885,0.960250553908331,0.853
OGLE-LMC-CEP-3282,5.882631,-70.60175,F,LMC,15.56765,0.0780561615835208,0.597000000000001
OGLE-LMC-CEP-3283,5.883667,-69.49389,F,LMC,13.78615,0.642059091769742,0.727
OGLE-LMC-CEP-3284,5.884883,-69.48372,F,LMC,12.5565,1.02026552010301,0.91
OGLE-LMC-CEP-3285,5.885519,-69.50611,F,LMC,12.9511,0.883131556619863,0.698
OGLE-LMC-CEP-3286,5.885769,-69.50247,F,LMC,12.6875,0.991473110117435,0.870000000000001
OGLE-LMC-CEP-3292,5.892256,-69.81247,F,LMC,12.80455,0.915533791496357,0.919
OGLE-LMC-CEP-3293,5.893169,-69.53522,F,LMC,14.0303,0.53474267191582,0.754
OGLE-LMC-CEP-3294,5.894411,-69.93314,F,LMC,14.33345,0.431170218719003,0.660999999999998
OGLE-LMC-CEP-3298,5.902533,-68.86458,F,LMC,14.3372,0.461419539232214,0.656000000000002
OGLE-LMC-CEP-3299,5.903456,-69.60092,F,LMC,14.32295,0.448647663006048,0.670999999999999
OGLE-LMC-CEP-3300,5.903892,-69.6125,F,LMC,14.28255,0.46304147484323,0.718999999999999
OGLE-LMC-CEP-3301,5.907606,-69.925,F,LMC,14.18275,0.467773106138636,0.675000000000001
OGLE-LMC-CEP-3302,5.909172,-68.987,F,LMC,14.6281,0.36230727020417,0.658000000000001
OGLE-LMC-CEP-3303,5.911639,-69.18133,F,LMC,13.88645,0.599459799761222,0.781000000000001
OGLE-LMC-CEP-3304,5.922406,-68.68892,F,LMC,14.53855,0.390478858324832,0.679
OGLE-LMC-CEP-3306,5.9314,-70.16069,F,LMC,13.97215,0.543238618955112,0.667
OGLE-LMC-CEP-3309,5.936794,-70.39319,F,LMC,14.3787,0.441928037221615,0.726000000000001
OGLE-LMC-CEP-3314,5.956786,-69.64019,F,LMC,14.3049,0.461002316332494,0.641999999999999
OGLE-LMC-CEP-3317,5.959203,-69.20047,F,LMC,12.92585,0.887636910651583,0.793000000000001
OGLE-LMC-CEP-3320,5.963019,-68.6845,F,LMC,13.5802,0.679880980038336,0.676
OGLE-LMC-CEP-3323,5.966667,-68.44997,F,LMC,12.49725,1.02886870758653,0.885
OGLE-LMC-CEP-3324,5.968372,-69.27553,F,LMC,13.54105,0.669788851841323,0.709
OGLE-LMC-CEP-3326,5.975011,-69.11025,F,LMC,13.51145,0.702723276326394,0.680999999999999
OGLE-LMC-CEP-3329,5.977508,-69.79622,F,LMC,13.9883,0.557349058645903,0.754
OGLE-LMC-CEP-3330,5.978981,-70.21189,F,LMC,13.48035,0.719402119278445,0.782999999999999
OGLE-LMC-CEP-3331,5.981253,-69.17039,F,LMC,13.55455,0.676752212568252,0.699
OGLE-LMC-CEP-3333,5.989192,-69.92244,F,LMC,14.86765,0.319953262703206,0.696999999999999
OGLE-LMC-CEP-3335,6.006642,-68.55625,F,LMC,12.9736,0.841167549994431,0.768000000000001
OGLE-LMC-CEP-3338,6.033322,-71.19506,F,LMC,14.4231,0.435584475703618,0.618
OGLE-LMC-CEP-3339,6.040097,-69.254,F,LMC,12.69095,0.952050027081046,0.831000000000001
OGLE-LMC-CEP-3342,6.078483,-68.53606,F,LMC,14.47185,0.388042628283148,0.613
OGLE-LMC-CEP-3352,6.109272,-71.60722,F,LMC,13.7625,0.608085257802621,0.809999999999999
OGLE-LMC-CEP-3353,6.135569,-68.94975,F,LMC,14.22715,0.52458273125844,0.627000000000001
OGLE-LMC-CEP-3355,6.178231,-71.52875,F,LMC,14.62815,0.37491807250624,0.606999999999998
OGLE-LMC-CEP-3357,6.192878,-71.16153,F,LMC,13.9813,0.581803299559004,0.714
OGLE-SMC-CEP-0001,0.335519,-74.54853,F,SMC,16.4543,0.0524099228055937,0.554000000000002
OGLE-SMC-CEP-0005,0.364969,-72.37297,F,SMC,16.29465,0.109717687817372,0.556999999999999
OGLE-SMC-CEP-0006,0.365656,-73.91553,F,SMC,16.0683,0.171659681227315,0.673999999999999
OGLE-SMC-CEP-0007,0.367853,-73.44867,F,SMC,16.1318,0.125224484353228,0.644000000000002
OGLE-SMC-CEP-0008,0.371878,-74.45939,F,SMC,16.8058,-0.0285026526114661,0.544
OGLE-SMC-CEP-0009,0.373778,-73.78431,F,SMC,15.96165,0.214639973090297,0.557000000000002
OGLE-SMC-CEP-0010,0.374803,-73.90453,F,SMC,16.0552,0.159148185721888,0.576000000000001
OGLE-SMC-CEP-0011,0.37515,-73.12653,F,SMC,16.09775,0.144108313173751,0.574999999999999
OGLE-SMC-CEP-0013,0.377903,-73.51686,F,SMC,14.8903,0.465958846508554,0.694000000000001
OGLE-SMC-CEP-0014,0.380292,-73.84042,F,SMC,14.3994,0.645081106131908,0.712
OGLE-SMC-CEP-0015,0.380322,-74.22308,F,SMC,15.6069,0.261955830396951,0.641999999999999
OGLE-SMC-CEP-0016,0.382744,-73.62964,F,SMC,14.37265,0.683926944130984,0.616999999999999
OGLE-SMC-CEP-0019,0.386117,-73.52394,F,SMC,14.79245,0.493434613797011,0.581000000000001
OGLE-SMC-CEP-0023,0.394483,-73.39911,F,SMC,16.359,0.112309842391174,0.66
OGLE-SMC-CEP-0024,0.394719,-73.76397,F,SMC,16.3184,0.0883557329776066,0.572000000000003
OGLE-SMC-CEP-0026,0.39555,-73.38233,F,SMC,16.10165,0.115146217429709,0.477
OGLE-SMC-CEP-0028,0.400319,-73.59794,F,SMC,16.3815,0.0384472441547909,0.57
OGLE-SMC-CEP-0029,0.402,-73.94064,F,SMC,13.78045,0.82551686869128,0.741
OGLE-SMC-CEP-0031,0.402181,-73.91264,F,SMC,15.9688,0.183815714788093,0.623999999999999
OGLE-SMC-CEP-0032,0.402906,-73.44211,F,SMC,15.9033,0.1884472888461,0.574000000000002
OGLE-SMC-CEP-0035,0.405642,-73.92428,F,SMC,16.30505,0.126395833848562,0.609000000000002
OGLE-SMC-CEP-0037,0.406444,-74.06517,F,SMC,16.0227,0.201898158522595,0.666
OGLE-SMC-CEP-0038,0.409394,-73.04,F,SMC,16.29775,0.168431568293449,0.494999999999997
OGLE-SMC-CEP-0039,0.409608,-73.30761,F,SMC,14.9552,0.456399955366173,0.616
OGLE-SMC-CEP-0040,0.415197,-73.99394,F,SMC,14.84,0.529406842279867,0.719999999999999
OGLE-SMC-CEP-0041,0.416469,-73.35975,F,SMC,14.26795,0.669688949640577,0.691000000000001
OGLE-SMC-CEP-0042,0.418828,-73.32028,F,SMC,16.2426,0.0884235850989564,0.548000000000002
OGLE-SMC-CEP-0043,0.419958,-73.65883,F,SMC,16.5594,0.0135718256826357,0.591999999999999
OGLE-SMC-CEP-0046,0.421353,-74.13264,F,SMC,15.59075,0.281253232852367,0.635000000000002
OGLE-SMC-CEP-0048,0.42145,-74.06586,F,SMC,16.04655,0.143172367448792,0.538999999999998
OGLE-SMC-CEP-0049,0.422378,-73.59436,F,SMC,15.6509,0.287329525049755,0.661999999999999
OGLE-SMC-CEP-0053,0.424339,-73.80886,F,SMC,16.5109,0.0588430733315965,0.501999999999999
OGLE-SMC-CEP-0054,0.424403,-73.53853,F,SMC,16.001,0.154718718549495,0.66
OGLE-SMC-CEP-0060,0.432633,-74.24486,F,SMC,14.77615,0.507022859885383,0.686999999999999
OGLE-SMC-CEP-0061,0.433933,-73.92414,F,SMC,15.91605,0.263662362133802,0.609000000000002
OGLE-SMC-CEP-0062,0.435036,-73.89978,F,SMC,15.42495,0.377165592663373,0.651
OGLE-SMC-CEP-0067,0.436519,-73.62508,F,SMC,14.31035,0.668334767581146,0.663000000000002
OGLE-SMC-CEP-0069,0.438517,-73.54064,F,SMC,16.12465,0.167757580678236,0.577000000000002
OGLE-SMC-CEP-0071,0.442656,-74.34789,F,SMC,16.24055,0.127909150741683,0.638999999999999
OGLE-SMC-CEP-0072,0.445447,-73.54339,F,SMC,16.20605,0.122141927195819,0.549000000000003
OGLE-SMC-CEP-0073,0.445614,-72.77644,F,SMC,16.3934,0.0285302204984076,0.552
OGLE-SMC-CEP-0074,0.446272,-73.11142,F,SMC,15.5889,0.283501116494655,0.681999999999999
OGLE-SMC-CEP-0077,0.456275,-73.52333,F,SMC,16.4189,0.0740304903822868,0.602
OGLE-SMC-CEP-0078,0.456828,-73.26556,F,SMC,14.26435,0.669101874834185,0.702999999999999
OGLE-SMC-CEP-0082,0.460183,-73.76142,F,SMC,14.1108,0.721577591214802,0.783999999999999
OGLE-SMC-CEP-0083,0.462356,-74.08203,F,SMC,15.26945,0.423753832413962,0.600999999999999
OGLE-SMC-CEP-0084,0.467036,-74.08142,F,SMC,16.18285,0.13829009554719,0.652999999999999
OGLE-SMC-CEP-0085,0.467131,-73.40981,F,SMC,15.52345,0.34427989281822,0.661000000000001
OGLE-SMC-CEP-0087,0.47065,-73.86561,F,SMC,16.03335,0.141326522894144,0.582999999999998
OGLE-SMC-CEP-0089,0.472075,-73.92569,F,SMC,16.593,0.0361805583398695,0.600000000000001
OGLE-SMC-CEP-0090,0.473528,-72.47694,F,SMC,15.09805,0.410851470306084,0.549000000000001
OGLE-SMC-CEP-0092,0.474236,-70.85225,F,SMC,16.10685,-0.00927906314081203,0.553000000000001
OGLE-SMC-CEP-0095,0.475069,-74.38408,F,SMC,16.4904,0.02342688337164,0.632000000000001
OGLE-SMC-CEP-0096,0.477483,-74.12497,F,SMC,16.2216,0.118146163721119,0.628
OGLE-SMC-CEP-0097,0.477942,-73.60008,F,SMC,15.6964,0.246319631348099,0.652000000000001
OGLE-SMC-CEP-0103,0.485797,-72.88608,F,SMC,14.13665,0.633905640700609,0.736999999999998
OGLE-SMC-CEP-0104,0.488328,-74.329,F,SMC,15.7446,0.264660598833582,0.648
OGLE-SMC-CEP-0105,0.488786,-74.05033,F,SMC,15.4441,0.300335851222311,0.718
OGLE-SMC-CEP-0110,0.489933,-73.95092,F,SMC,15.9121,0.232140520745923,0.638000000000002
OGLE-SMC-CEP-0113,0.493042,-73.72131,F,SMC,15.5721,0.271831480621977,0.638000000000002
OGLE-SMC-CEP-0116,0.495775,-73.77081,F,SMC,16.3208,0.0557303647834921,0.564
OGLE-SMC-CEP-0117,0.4961,-73.95675,F,SMC,12.89745,1.02387410533761,0.861000000000001
OGLE-SMC-CEP-0118,0.496997,-74.09172,F,SMC,15.11755,0.433281037652435,0.579000000000001
OGLE-SMC-CEP-0120,0.499214,-74.01472,F,SMC,16.93895,-0.0201396280663992,0.510999999999999
OGLE-SMC-CEP-0121,0.502492,-73.40331,F,SMC,16.28845,0.0874589125002672,0.620999999999999
OGLE-SMC-CEP-0122,0.503308,-73.73528,F,SMC,16.44615,0.0635579553586098,0.547000000000001
OGLE-SMC-CEP-0123,0.504506,-73.41986,F,SMC,15.7606,0.204119412644043,0.448
OGLE-SMC-CEP-0126,0.507669,-73.45728,F,SMC,16.2108,0.135441669995951,0.604000000000003
OGLE-SMC-CEP-0127,0.509692,-72.98608,F,SMC,16.11705,0.111950687923798,0.588999999999999
OGLE-SMC-CEP-0129,0.512308,-73.46956,F,SMC,15.02645,0.387833523326107,0.821000000000002
OGLE-SMC-CEP-0131,0.512572,-74.01478,F,SMC,16.2119,0.142466837486768,0.582000000000001
OGLE-SMC-CEP-0132,0.512947,-73.63147,F,SMC,13.7499,0.823670380333951,0.741999999999999
OGLE-SMC-CEP-0134,0.519706,-73.09164,F,SMC,15.22825,0.367174691086621,0.625
OGLE-SMC-CEP-0135,0.520372,-73.48364,F,SMC,16.02725,0.231232014294309,0.625
OGLE-SMC-CEP-0138,0.524531,-72.75542,F,SMC,16.25945,0.0411404052481847,0.581
OGLE-SMC-CEP-0139,0.526242,-72.87392,F,SMC,15.829,0.179059599185487,0.68
OGLE-SMC-CEP-0141,0.526553,-73.88219,F,SMC,15.7316,0.191377927229733,0.707999999999998
OGLE-SMC-CEP-0143,0.527692,-72.67631,F,SMC,15.84415,0.170442995501562,0.627000000000002
OGLE-SMC-CEP-0145,0.531789,-72.94022,F,SMC,15.4383,0.337208915722721,0.614000000000001
OGLE-SMC-CEP-0146,0.532719,-73.62583,F,SMC,15.51005,0.267986334230602,0.689
OGLE-SMC-CEP-0148,0.535017,-73.75522,F,SMC,15.6205,0.337692539561581,0.689999999999998
OGLE-SMC-CEP-0152,0.548583,-73.82197,F,SMC,12.36925,1.19967685187095,0.685
OGLE-SMC-CEP-0155,0.551622,-72.92322,F,SMC,15.6453,0.213255374509897,0.634
OGLE-SMC-CEP-0157,0.552375,-73.868,F,SMC,14.70115,0.549319212853759,0.646999999999998
OGLE-SMC-CEP-0158,0.554047,-73.20039,F,SMC,16.04525,0.141304942617053,0.625
OGLE-SMC-CEP-0162,0.555592,-73.73647,F,SMC,16.5422,0.0911387313258507,0.616
OGLE-SMC-CEP-0163,0.556394,-73.38481,F,SMC,12.75905,1.13749175963943,0.828999999999999
OGLE-SMC-CEP-0164,0.556442,-73.68058,F,SMC,16.0191,0.216624006275521,0.657999999999998
OGLE-SMC-CEP-0168,0.558836,-73.63358,F,SMC,16.3515,0.113826043547548,0.43
OGLE-SMC-CEP-0169,0.559475,-72.76267,F,SMC,15.43615,0.325764798110163,0.607000000000003
OGLE-SMC-CEP-0170,0.560522,-73.52764,F,SMC,16.3239,0.0893493533768162,0.622
OGLE-SMC-CEP-0174,0.565897,-73.99383,F,SMC,16.68505,0.0714938027766545,0.589000000000002
